,Name,x,y,z,vx,vy,vz,En,Lz,Lperp,alpha,delta,met,age,age_error,apo,peri,zmax,circ
41,b'NGC5946',8.92,-5.67,0.77,-36.6,-284.8,94.6,-193856.17575602623,173.78820000000005,554.1127984516239,233.8711,-50.6617,-1.29,11.39,0.75,6.015861511230469,0.5366325378417969,3.5642178058624268,0.1999801951534121
42,b'NGC5986',9.32,-3.95,2.39,-29.7,-316.8,-21.1,-202913.18974313786,154.7372000000001,229.95448596365765,236.5211,-37.7826,-1.63,12.25,0.75,4.898716926574707,0.5229325890541077,2.689134120941162,0.21374711744442032
43,b'NGC6093',9.35,-1.2,3.33,-6.3,-290.3,-68.6,-209816.49341010017,47.209000000000024,242.93512515132514,244.2564,-22.9723,-1.75,12.54,0.75,3.7960638999938965,0.6234146952629089,3.6862144470214844,0.07793679340199529
44,b'NGC6101',10.961586731828563,-9.981801002791629,-4.16740507525583,285.8326112547843,-160.1666323167949,-200.03565163891068,-98928.02324692183,-3196.0981334786266,2381.474167820594,246.451,-72.202,-1.98,12.25,0.5,39.89944839477539,10.74853229522705,22.495912551879883,
45,b'NGC6121',2.09,-0.332,0.61,40.4,-243.6,-15.9,-195872.82665154428,-13.187599999999913,21.579640363314667,245.8976,-26.5279,-1.18,11.5,0.38,6.318832874298096,0.22729088366031647,2.262909412384033,-0.015613623109007513
46,b'NGC6139',9.545135783320644,-3.055709900632655,1.2502079351641193,-81.39559545078825,-284.0527604202129,129.13786089730422,-207937.9909321736,268.3565156638417,456.4072325136834,246.918,-38.849000000000004,-1.71,,,3.8615336418151855,1.3969188928604126,2.772913694381714,0.42652657756804274
47,b'NGC6144',8.48,-1.2,2.41,171.0,-158.1,34.8,-205047.76196056156,-242.63920000000007,498.9959190852766,246.8061,-26.0301,-1.82,12.75,0.5,3.6242101192474365,2.0535998344421387,3.1476218700408936,-0.35875328263906153
48,b'NGC6171',5.88,0.347,2.5,3.7,-179.2,-71.2,-213733.6360873341,156.0284,215.75338890367982,248.135,-13.057,-1.03,12.0,0.75,3.5489118099212646,0.8177244067192078,2.726738214492798,0.27903496136537975
49,b'NGC6205',2.76,4.6,4.65,-43.4,-263.1,-86.9,-173657.75936581712,-251.17840000000007,646.6300492259851,250.4217,36.4596,-1.58,12.0,0.38,8.654099464416504,1.216124176979065,7.226741790771484,-0.18742383917434483
50,b'NGC6218',4.14,1.17,2.13,33.5,-128.6,-88.2,-195612.2715576754,521.6804,413.39372792906516,251.8101,-1.951,-1.33,13.0,0.5,4.916686058044434,2.2418878078460693,2.7127797603607178,0.6176500006791483
51,b'NGC6229',6.529429865264756,22.2978587952782,19.759100151080347,-8.244206684963288,-224.65435420120224,42.764651760765304,-115356.1789583835,96.39727102816236,741.5565810425926,251.745,47.528,-1.43,,,30.618581771850586,0.6917486786842346,29.918256759643555,0.023070614918755245
52,b'NGC6235',11.17,-0.211,2.69,94.4,-460.0,-55.2,-181731.34124477624,618.5467000000001,728.2556046009345,253.3557,-22.1798,-1.38,11.39,0.75,6.304014205932617,3.0973665714263916,4.324399471282959,0.5420172644995861
53,b'NGC6254',3.91,1.06,1.73,106.2,-144.8,40.1,-194414.20169008686,550.9355999999999,423.945944663102,254.2861,-4.0981,-1.57,11.75,0.38,5.201969623565674,2.161060094833374,2.5231425762176514,0.6339682947689321
54,b'NGC6256',10.044224547963305,-2.193533465230417,0.6260704169704859,-138.55932944407888,-141.46068021768102,88.71571084379872,-212101.79764896253,90.03816002589241,376.13763296226057,254.886,-37.121,-0.62,,,4.081936359405518,0.303845077753067,2.42704439163208,0.1545976535425171
55,b'NGC6266',6.7,-0.76,0.87,-99.2,-170.5,68.8,-235182.41591020633,177.56599999999995,127.56604841116616,255.2821,-30.0938,-1.18,,,2.1151535511016846,0.8392674326896667,1.0929652452468872,0.5731406676257405
56,b'NGC6273',8.67,-0.47,1.43,107.5,-32.4,167.9,-201630.1505824695,-155.30680000000012,395.01422045179584,255.6561,-26.2696,-1.76,11.9,0.75,4.629107475280762,0.9387922286987305,3.916429281234741,-0.20766453564691212
57,b'NGC6284',15.07,-0.44,2.64,2.6,-256.7,102.1,-179829.80649674285,79.57219999999987,715.2284499699449,256.1187,-24.7662,-1.31,11.14,0.75,7.6582207679748535,0.5227062702178955,7.1386590003967285,0.06681077399876441
58,b'NGC6287',9.23,0.021,1.8,-307.1,-197.5,69.0,-189115.9705910491,-54.35820000000006,616.8831847293396,256.2882,-22.7183,-2.12,13.57,0.75,6.300235271453857,0.34229475259780884,5.760860443115234,-0.05619214917226789
59,b'NGC6293',9.4,-0.391,1.29,-130.9,-130.5,-161.8,-218111.5729882721,-89.6462000000001,91.66703155334805,257.5413,-26.5799,-2.01,,,3.427980661392212,0.3802763819694519,2.3714680671691895,-0.18293354623478766
60,b'NGC6304',5.86,-0.43,0.55,-119.8,-81.1,61.4,-215747.4141295604,428.4885999999998,156.17829714224055,258.637,-29.4816,-0.37,11.25,0.38,3.242347478866577,1.7610405683517456,0.9349809288978577,0.835265730500522
61,b'NGC6316',10.34,-0.51,1.04,48.7,-325.6,71.0,-227389.01317695744,143.6124000000001,114.36348226864203,259.1534,-28.1532,-0.36,,,2.882622718811035,0.5136851072311401,1.339370608329773,0.3812854572899411
62,b'NGC6325',7.72,0.131,1.09,27.8,-449.5,70.9,-230520.25293138955,-93.4288999999999,247.24186499681338,259.4962,-23.7668,-1.37,,,2.291431427001953,0.6736840605735779,1.928585410118103,-0.2637303456365385
63,b'NGC6333',7.73,0.75,1.47,237.7,-123.4,44.8,-204390.997461719,243.39479999999986,414.08315755116143,259.8021,-18.5146,-1.79,,,4.61972713470459,0.8800519704818726,2.866497755050659,0.3476663661968471
64,b'NGC6341',2.51,6.33,4.74,-36.7,-208.6,87.9,-165787.9244977643,40.74360000000007,603.5362348882295,259.2821,43.1352,-2.35,12.75,0.25,10.543808937072754,0.19651159644126892,9.283234596252441,0.026092032777899395
